"COD_parcela";"Especie";"nr_arboles"
"2503-N-N";"22";3
"2504-N-N";"21";4
"2504-N-N";"25";3
"2504-N-N";"43";10
"2505-N-N";"26";1
"2506-N-N";"21";34
"2507-N-N";"45";11
"251-A-1";"24";10
"2510-N-N";"45";14
"2511-N-N";"17";14
"2511-N-N";"21";4
"2511-N-N";"25";2
"2511-N-N";"26";14
"2514-N-N";"21";12
"2514-N-N";"25";4
"2514-N-N";"26";1
"2514-N-N";"45";5
"2514-N-N";"92";18
"2515-N-N";"43";6
"2515-N-N";"45";1
"2516-N-N";"23";1
"2516-N-N";"24";8
"2516-N-N";"26";3
"2517-N-N";"45";8
"2518-N-N";"45";5
"2519-N-N";"24";2
"2520-N-N";"43";1
"2520-N-N";"45";1
"2522-N-N";"45";3
"2523-N-N";"45";5
"2526-N-N";"45";1
"2527-N-N";"11";18
"2527-N-N";"58";3
"2527-N-N";"257";3
"2528-N-N";"24";1
"2528-N-N";"25";1
"2528-N-N";"26";2
"253-A-4";"24";6
"253-A-4";"25";10
"2530-N-N";"24";2
"2531-N-N";"45";6
"2532-N-N";"45";25
"2533-N-N";"45";3
"2533-N-N";"72";1
"2536-N-N";"25";2
"2537-N-N";"24";1
"2538-N-N";"21";1
"2538-N-N";"25";23
"2539-N-N";"21";1
"2539-N-N";"25";1
"2539-N-N";"26";19
"254-A-1";"24";35
"2541-N-N";"26";6
"2543-N-N";"53";8
"2543-N-N";"57";1
"2544-N-N";"55";1
"2548-N-N";"58";13
"2548-N-N";"99";2
"255-A-1";"24";18
"255-A-1";"39";1
"2551-N-N";"24";5
"2555-N-N";"45";3
"2556-N-N";"45";15
"2557-N-N";"45";10
"256-A-4";"24";18
"2566-N-N";"24";5
"257-A-1";"24";1
"257-A-1";"25";1
"257-A-1";"39";2
"2571-N-N";"45";1
"2573-N-N";"46";16
"2576-N-N";"66";1
"2576-N-N";"357";5
"2579-N-N";"24";10
"258-A-1";"24";1
"2580-N-N";"95";3
"2584-N-N";"24";2
"2584-N-N";"26";1
"26-A-4";"25";5
"26-A-4";"45";23
"261-A-1";"24";4
"261-A-1";"45";1
"262-A-4C";"24";1
"263-A-1";"24";12
"266-A-1";"24";8
"267-A-4C";"45";1
"27-A-1";"25";16
"27-A-1";"45";7
"27-A-1";NA;1
"271-A-1";"45";4
"274-A-3C";"24";3
"28-A-3C";"25";14
"28-A-3E";"25";10
"280-A-4";"24";8
"282-A-4";"25";2
"283-A-1";"24";3
"284-A-1";"24";5
"285-A-1";"24";17
"288-A-1";"24";4
"289-A-1";"24";4
"29-A-1";"25";5
"29-A-1";NA;4
"290-A-1";"24";2
"294-A-4";"24";3
"294-A-4";"45";2
"296-A-1";"24";4
"3-A-1";"45";5
"30-A-1";"45";8
"300-A-1";"24";3
"301-A-1";"24";4
"301-A-1";"45";5
"302-A-1";"24";11
"303-A-1";"24";2
"303-A-1";"45";10
"305-A-1";"24";10
"306-A-1";"24";8
"307-A-1";"24";10
"308-A-1";"24";4
"309-A-1";"24";14
"31-A-1";"44";4
"310-A-1";"24";4
"310-A-1";NA;1
"311-A-1";"24";16
"312-A-1";"24";1
"312-A-1";"45";2
"314-A-1";"24";7
"315-A-1";"24";7
"316-A-1";"24";6
"317-A-1";"24";3
"317-A-1";"45";5
"318-A-1";"24";17
"32-A-4";"25";3
"320-A-1";"24";7
"324-A-1";"24";5
"327-A-1";"24";11
"328-A-1";"24";4
"33-A-1";"25";12
"33-A-1";"45";2
"330-A-1";"24";11
"331-A-1";"24";20
"333-A-1";"24";10
"335-A-1";"24";6
"336-A-1";"24";9
"338-A-1";"24";1
"339-A-4";"24";2
"34-A-1";"25";19
"340-A-1";"24";7
"342-A-1";"24";12
"343-A-1";"24";14
"345-A-4C";"24";7
"35-A-1";"25";13
"351-A-4C";"24";1
"352-A-1";"24";2
"358-A-1";"24";14
"359-A-1";"24";3
"360-A-1";"24";5
"361-A-1";"24";10
"362-A-1";"24";2
"363-A-1";"24";12
"364-A-1";"24";5
"365-A-1";"24";9
"368-A-1";"24";10
"37-A-3C";"25";3
"37-A-3C";"45";5
"37-A-3E";"25";13
"37-A-3E";"26";6
"37-A-3E";"45";3
"371-A-1";"24";9
"379-A-1";"24";1
"38-A-4C";"45";1
"381-A-4";"51";3
"384-A-1";"24";2
"39-A-4";"24";1
"39-A-4";"45";5
"391-A-1";"24";5
"399-A-1";"24";1
"399-A-1";"45";1
"4-A-1";"25";4
"4-A-1";"45";3
"400-A-1";"24";5
"41-A-1";"25";5
"410-A-1";"24";11
"411-A-1";"24";16
"416-A-1";"24";4
"418-A-3C";"24";5
"418-A-3E";"24";2
"42-A-1";"25";9
"423-A-1";"24";6
"429-A-1";"24";22
"429-A-1";NA;3
"43-A-1";"25";10
"430-A-4";"24";10
"431-A-1";"24";12
"432-A-1";"24";9
"435-A-1";"24";20
"437-A-1";"24";7
"437-A-1";"45";1
"438-A-1";"24";5
"439-A-4";"24";9
"44-A-1";"25";12
"440-A-4";"24";4
"441-A-4";"24";10
"444-A-4C";"45";1
"445-A-4";"24";4
"447-A-4";"24";7
"448-A-3C";"24";2
"448-A-3E";"24";4
"449-A-3C";"45";1
"45-A-1";"24";2
"45-A-1";"25";5
"451-A-1";"24";8
"451-A-1";"45";3
"452-A-1";"45";4
"454-A-1";"45";14
"457-A-1";"24";11
"458-A-1";"24";12
"458-A-1";"45";1
"459-A-1";"24";1
"46-A-1";"24";10
"46-A-1";"25";1
"46-A-1";NA;5
"460-A-1";"45";13
"461-A-1";"45";1
"462-A-4C";"45";3
"463-A-4C";"45";5
"465-A-4";"24";1
"465-A-4";"25";9
"468-A-4";"45";14
"469-A-1";"45";2
"47-A-1";"24";7
"47-A-1";"25";10
"47-A-1";"45";2
"47-A-1";NA;1
"471-A-1";"45";3
"471-A-1";NA;2
"474-A-1";"45";4
"475-A-1";"45";2
"477-A-1";"45";7
"478-A-4";"45";15
"479-A-4C";"45";8
"48-A-1";"24";20
"48-A-1";NA;4
"480-A-4";"45";5
"483-A-4";"45";1
"484-A-1";"45";6
"487-A-4";"45";16
"488-A-4";"45";5
"489-A-4";"45";4
"49-A-1";"24";9
"49-A-1";"45";3
"49-A-1";NA;7
"491-A-3C";"45";14
"492-A-3C";"45";3
"492-A-3E";"24";2
"493-A-1";"24";12
"493-A-1";"45";2
"496-A-4";"24";2
"5-A-1";"25";4
"5-A-1";"45";5
"5-A-1";NA;2
"500-A-1";"24";8
"502-A-1";"24";20
"504-A-1";"24";18
"505-A-4";"24";1
"505-A-4";"26";21
"506-A-1";"24";9
"508-A-4";"24";1
"509-A-1";"24";8
"509-A-1";"45";1
"510-A-1";"24";18
"511-A-1";"24";8
"511-A-1";"45";8
"513-A-4";"24";18
"514-A-4";"24";12
"515-A-1";"24";8
"516-A-1";"24";25
"516-A-1";"45";3
"518-A-3C";"45";4
"518-A-3C";NA;2
"518-A-3E";"45";6
"519-A-1";"45";2
"524-A-1";"45";6
"525-A-1";"45";1
"526-A-1";"45";6
"53-A-1";"25";7
"532-A-1";"44";2
"532-A-1";"45";11
"534-A-1";"45";9
"535-A-1";"45";29
"536-A-1";"45";6
"538-A-4";"45";2
"539-A-1";"45";1
"54-A-1";"25";6
"540-A-4C";"45";1
"541-A-1";"45";5
"542-A-4";"45";5
"543-A-4C";"45";1
"547-A-1";"45";4
"548-A-1";"45";2
"55-A-1";"24";3
"55-A-1";"25";12
"550-A-1";"45";1
"551-A-1";"45";4
"554-A-4";"24";4
"556-A-3C";"45";6
"559-A-1";"45";7
"56-A-1";"25";9
"562-A-1";"45";5
"564-A-1";"24";14
"565-A-1";"24";18
"567-A-4C";"45";5
"569-A-4";"24";14
"570-A-1";"45";5
"573-A-1";"24";1
"573-A-1";"45";1
"577-A-1";"24";5
"577-A-1";"45";2
"58-A-1";"45";15
"586-A-1";"45";4
"589-A-1";"45";3
"590-A-1";"45";3
"594-A-1";"24";27
"595-A-1";"24";32
"596-A-1";"24";1
"597-A-1";"24";21
"598-A-1";"24";22
"599-A-1";"24";1
"6-A-1";"25";6
"6-A-1";"45";18
"60-A-1";"25";2
"60-A-1";"45";12
"60-A-1";NA;8
"600-A-3E";"24";10
"602-A-1";"45";11
"604-A-1";"24";7
"605-A-3C";"24";11
"605-A-3E";"24";8
"606-A-1";"24";6
"607-A-1";"24";12
"608-A-4";"45";11
"609-A-1";"45";2
"61-A-1";"45";9
"610-A-4";"24";2
"612-A-1";"24";13
"613-A-1";"24";2
"615-A-1";"24";6
"616-A-1";"24";17
"617-A-1";"24";7
"618-A-1";"24";6
"619-A-3E";"24";14
"620-A-1";"24";20
"623-A-1";"57";4
"623-A-1";"95";1
"623-A-1";"97";15
"625-A-1";"24";5
"632-A-1";"24";4
"635-A-1";"24";6
"64-A-4";"25";1
"64-A-4";"237";2
"640-A-1";"24";6
"641-A-1";"24";22
"642-A-1";"45";3
"644-A-1";"24";4
"649-A-1";"24";2
"65-A-1";"45";6
"650-A-1";"24";2
"651-A-1";"24";5
"653-A-1";"24";14
"654-A-1";"24";9
"655-A-1";"24";12
"655-A-1";"25";2
"657-A-1";"24";2
"657-A-1";"45";3
"659-A-3C";"25";4
"659-A-3E";"25";20
"660-A-3C";"25";7
"660-A-3C";"26";2
"660-A-3E";"25";16
"660-A-3E";"26";2
"661-A-1";"25";2
"662-A-1";"25";1
"663-A-1";"25";16
"664-A-1";"25";19
"667-A-1";"25";15
"668-A-1";"25";21
"669-A-1";"25";2
"669-A-1";"45";1
"67-A-1";"25";1
"67-A-1";"45";1
"67-A-1";"237";4
"670-A-1";"25";2
"672-A-1";"21";11
"673-A-1";"21";7
"674-A-1";"21";14
"680-A-4";"24";20
"682-A-1";"24";10
"683-A-1";"24";15
"683-A-1";"45";3
"684-A-4";"24";18
"684-A-4";"45";2
"685-A-1";"24";3
"686-A-1";"24";11
"689-A-1";"24";8
"690-A-1";"24";19
"691-A-1";"24";5
"692-A-1";"24";8
"693-A-1";"24";1
"695-A-1";"45";1
"696-A-1";"24";17
"698-A-1";"26";2
"699-A-1";"24";14
"699-A-1";"26";10
"7-A-1";"45";14
"701-A-1";"24";5
"702-A-1";"26";39
"703-A-1";"26";36
"703-A-1";"45";2
"707-A-1";"24";1
"707-A-1";"45";2
"708-A-1";"24";7
"708-A-1";"26";8
"709-A-1";"24";2
"709-A-1";"25";12
"709-A-1";"26";15
"71-A-4";"25";6
"71-A-4";"237";4
"710-A-1";"24";4
"711-A-1";"25";1
"711-A-1";"26";14
"712-A-1";"24";12
"713-A-3C";"25";7
"713-A-3C";"45";1
"713-A-3E";"25";10
"713-A-3E";"45";4
"714-A-1";"25";39
"715-A-1";"24";2
"715-A-1";"45";11
"716-A-1";"25";1
"716-A-1";"26";1
"716-A-1";"45";6
"717-A-1";"21";2
"717-A-1";"25";26
"717-A-1";NA;2
"718-A-1";"25";5
"719-A-1";"45";5
"72-A-4";"45";17
"721-A-1";"21";8
"729-A-1";"24";16
"733-A-1";"26";30
"733-A-1";NA;3
"734-A-1";"25";12
"734-A-1";"26";27
"734-A-1";"58";3
"734-A-1";"215";1
"734-A-1";"757";3
"735-A-1";"25";11
"735-A-1";"26";8
"736-A-1";"25";7
"736-A-1";"26";7
"737-A-1";"24";5
"738-A-4C";"24";1
"740-A-1";"25";6
"742-A-1";"21";1
"743-A-1";"25";11
"744-A-1";"24";1
"744-A-1";"26";5
"745-A-4C";"24";1
"745-A-4C";"26";5
"748-A-4";"21";1
"748-A-4";"25";1
"749-A-1";"21";12
"75-A-1";"25";33
"750-A-3C";"25";2
"750-A-3C";"26";2
"750-A-3E";"25";1
"750-A-3E";"26";2
"750-A-3E";"45";1
"751-A-1";"25";1
"751-A-1";"26";16
"752-A-1";"25";2
"752-A-1";"26";1
"752-A-1";"58";21
"753-A-4C";"26";3
"754-A-4C";"24";8
"755-A-1";"21";14
"755-A-1";"25";11
"756-A-1";"25";6
"757-A-1";"58";5
"758-A-1";"26";38
"759-A-1";"25";2
"759-A-1";"26";22
"760-A-1";"26";2
"762-A-1";"26";3
"763-A-4C";"26";3
"764-A-3C";"24";12
"764-A-3C";"45";2
"764-A-3E";"24";19
"766-A-3C";"24";2
"766-A-3C";"45";3
"766-A-3E";"24";17
"767-A-1";"24";5
"769-A-1";"45";11
"77-A-3C";"25";50
"77-A-3E";"25";16
"770-A-1";"45";17
"771-A-3C";"45";5
"771-A-3E";"45";3
"772-A-3C";"45";12
"772-A-3E";"45";1
"775-A-1";"45";8
"776-A-1";"45";2
"777-A-1";"45";18
"78-A-1";"25";14
"780-A-1";"45";8
"784-A-3C";"24";4
"784-A-3C";"45";5
"784-A-3E";"24";4
"79-A-3C";"25";1
"79-A-3C";"45";2
"79-A-3E";"45";3
"790-A-3C";"24";5
"790-A-3E";"24";7
"790-A-3E";"45";1
"792-A-3C";"24";5
"792-A-3C";"45";10
"792-A-3E";"24";14
"792-A-3E";"45";3
"794-A-3C";"24";7
"794-A-3E";"24";18
"795-A-3C";"44";3
"795-A-3C";"45";6
"795-A-3E";"24";7
"797-A-3C";"24";11
"797-A-3C";"95";3
"797-A-3E";"24";17
"798-A-1";"45";3
"799-A-1";"45";1
"8-A-1";"25";1
"8-A-1";"45";5
"801-A-1";"45";6
"81-A-4";"25";18
"810-A-1";"24";2
"813-A-1";"24";1
"813-A-1";"26";3
"814-A-1";"26";17
"814-A-1";"45";2
"814-A-1";NA;16
"816-A-1";"17";1
"816-A-1";"26";14
"816-A-1";NA;3
"817-A-3C";"24";41
"818-A-3C";"45";8
"818-A-3E";"45";11
"82-A-1";"25";27
"820-A-1";"24";2
"820-A-1";NA;1
"822-A-6C";"258";39
"824-A-1";"26";8
"824-A-1";NA;21
"825-A-1";"26";1
"826-A-6C";"258";14
"827-A-6C";"258";4
"828-A-6C";"258";39
"829-A-6C";"258";17
"830-A-6C";"258";27
"833-A-6C";"258";2
"834-A-6C";"258";18
"84-A-4C";"45";4
"84-A-4C";"237";2
"841-A-4";"45";4
"85-A-1";"25";3
"85-A-1";"45";16
"85-A-1";"237";1
"85-A-1";NA;1
"851-A-1";"45";3
"852-A-1";"45";16
"853-A-1";"24";21
"854-A-1";"24";25
"855-A-3C";"17";10
"855-A-3C";"26";7
"855-A-3C";"58";1
"855-A-3C";"317";2
"855-A-3C";NA;1
"855-A-3E";"51";2
"856-A-1";"21";1
"856-A-1";"25";15
"856-A-1";"26";10
"856-A-1";"45";1
"856-A-1";NA;4
"858-A-4";"45";4
"859-A-4";"45";18
"86-A-1";"45";3
"860-A-3E";"24";16
"861-A-1";"21";3
"861-A-1";"24";1
"861-A-1";"25";22
"862-A-1";"25";2
"862-A-1";"26";21
"862-A-1";"45";1
"862-A-1";NA;17
"863-A-1";"21";1
"863-A-1";"26";5
"863-A-1";"45";3
"864-A-1";"21";1
"864-A-1";"25";1
"864-A-1";"26";9
"864-A-1";"45";5
"864-A-1";NA;5
"865-A-4";"25";3
"865-A-4";"26";11
"866-A-3C";"24";1
"866-A-3C";"45";1
"866-A-3E";"24";1
"866-A-3E";"45";6
"869-A-1";"24";56
"869-A-1";"26";1
"87-A-1";"24";5
"87-A-1";"25";18
"87-A-1";"237";3
"870-A-1";"24";11
"873-A-4";"25";8
"873-A-4";"26";28
"875-A-4";"21";26
"877-A-1";"26";3
"877-A-1";"45";5
"878-A-1";"21";3
"878-A-1";"25";14
"878-A-1";NA;11
"879-A-1";"45";5
"88-A-4";"25";4
"880-A-1";"45";9
"881-A-4C";"39";1
"881-A-4C";"45";6
"882-A-1";"26";7
"882-A-1";"45";22
"882-A-1";NA;1
"883-A-1";"24";9
"883-A-1";NA;7
"886-A-1";"26";1
"886-A-1";NA;4
"888-A-4C";"24";8
"889-A-1";"24";1
"889-A-1";"25";1
"889-A-1";"26";7
"889-A-1";"45";1
"889-A-1";"58";2
"889-A-1";"215";4
"89-A-1";"25";28
"890-A-1";"26";1
"890-A-1";"44";3
"890-A-1";"45";7
"891-A-1";"45";18
"892-A-1";"21";3
"892-A-1";"25";8
"892-A-1";"26";2
"892-A-1";NA;5
"893-A-3C";"26";19
"893-A-3E";"26";8
"896-A-1";"45";4
"896-A-1";NA;2
"897-A-1";"25";4
"897-A-1";"26";33
"897-A-1";NA;4
"9-A-1";"25";5
"9-A-1";"45";6
"902-A-1";"24";2
"906-A-1";"26";18
"907-A-1";"26";25
"91-A-1";"25";10
"91-A-1";"45";4
"914-A-1";"24";13
"916-A-1";"26";9
"916-A-1";"44";1
"916-A-1";NA;21
"918-A-1";"24";17
"918-A-1";"26";1
"92-A-1";"25";3
"92-A-1";"45";12
"920-A-4";"21";1
"920-A-4";"25";6
"920-A-4";"26";2
"921-A-1";"26";23
"922-A-1";"26";4
"922-A-1";"45";1
"925-A-1";"26";3
"927-A-4";"45";2
"93-A-4";"45";10
"930-A-3C";"24";4
"930-A-3C";NA;4
"930-A-3E";"24";5
"930-A-3E";"26";4
"932-A-3E";"26";1
"933-A-1";"24";9
"933-A-1";"26";2
"933-A-1";"45";7
"934-A-4";"24";2
"934-A-4";"26";3
"935-A-1";"26";45
"936-A-1";"26";21
"936-A-1";NA;10
"937-A-1";"26";27
"939-A-1";"26";22
"939-A-1";NA;1
"94-A-1";"24";4
"94-A-1";"25";15
"943-A-4";"24";5
"943-A-4";"26";5
"943-A-4";"45";3
"95-A-1";"24";4
"95-A-1";"25";10
"951-A-4";"26";14
"952-A-1";"26";1
"952-A-1";"45";9
"953-A-1";"26";1
"953-A-1";"45";8
"954-A-1";"25";1
"954-A-1";"45";36
"955-A-1";"26";2
"955-A-1";"45";12
"956-A-1";"45";15
"958-A-1";"26";1
"959-A-1";"26";1
"96-A-1";"25";18
"960-A-1";"25";1
"960-A-1";"26";13
"962-A-1";"25";7
"962-A-1";"26";4
"962-A-1";"36";11
"967-A-1";"26";3
"97-A-1";"25";25
"970-A-1";"21";2
"970-A-1";"26";1
"970-A-1";"45";4
"971-A-1";"21";9
"971-A-1";"25";15
"972-A-4";"45";16
"973-A-1";"45";8
"973-A-1";"58";5
"973-A-1";"357";8
"975-A-4";"26";3
"98-A-1";"25";3
"980-A-1";"45";11
"983-A-1";"26";6
"985-A-3C";"24";3
"985-A-3C";"26";10
"985-A-3E";"24";1
"985-A-3E";"26";11
"987-A-4C";"45";2
"988-A-4";"26";23
"99-A-1";"25";9
"99-A-1";"45";18
"99-A-1";NA;1
"993-A-1";"26";8
"993-A-1";"45";4
"994-A-1";"26";29
"994-A-1";NA;1
"997-A-1";"21";17
"997-A-1";"26";1
"998-A-1";"26";6
"998-A-1";"45";10
